country,data_source,cohort_from,cohort_to,edu_eurrep,edu_from,edu_to,sex,origin,stat,value
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,children_total,24675
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_0,852
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_1,328
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_2,452
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_3,530
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_4,382
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_5,662
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_6,407
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_7,353
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_8,1206
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,parity_unknown,2121
Mexico,Census 2010,-1,-1,Level 1,ISCED0,ISCED0,F,Total,women_total,7293
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,children_total,21972
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_0,2142
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_1,1254
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_2,1697
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_3,1722
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_4,1048
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_5,285
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_6,406
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_7,154
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_8,312
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,parity_unknown,843
Mexico,Census 2010,-1,-1,Level 1,ISCED1,ISCED2A,F,Total,women_total,9863
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,children_total,5163
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,parity_0,1057
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,parity_1,641
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,parity_2,1315
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,parity_3,381
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,parity_4,73
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,parity_5,7
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,parity_6,2
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,parity_8,41
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,parity_unknown,413
Mexico,Census 2010,-1,-1,Level 2,ISCED3C,ISCED4A,F,Total,women_total,3930
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,children_total,2118
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,parity_0,841
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,parity_1,412
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,parity_2,311
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,parity_3,276
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,parity_4,3
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,parity_5,4
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,parity_7,32
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,parity_unknown,76
Mexico,Census 2010,-1,-1,Level 4,ISCED5B,ISCED6,F,Total,women_total,1955
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,children_total,3359
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_0,349
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_1,246
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_2,496
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_3,157
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_4,90
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_5,68
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_6,4
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_7,23
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_8,75
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,parity_unknown,9827
Mexico,Census 2010,-1,-1,Level Unknown,Unknown,Unknown,F,Total,women_total,11335
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,children_total,61427
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_0,871
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_1,513
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_2,499
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_3,721
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_4,646
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_5,1009
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_6,965
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_7,713
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_8,3694
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,parity_unknown,350
Mexico,Census 2010,1910,1910,Level 1,ISCED0,ISCED0,F,Total,women_total,9981
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,children_total,7750
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_0,256
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_1,160
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_2,81
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_3,70
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_4,62
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_5,75
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_6,219
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_7,572
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_8,130
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,parity_unknown,16
Mexico,Census 2010,1910,1910,Level 1,ISCED1,ISCED2A,F,Total,women_total,1641
Mexico,Census 2010,1910,1910,Level 2,ISCED3C,ISCED4A,F,Total,children_total,0
Mexico,Census 2010,1910,1910,Level 2,ISCED3C,ISCED4A,F,Total,parity_0,19
Mexico,Census 2010,1910,1910,Level 2,ISCED3C,ISCED4A,F,Total,parity_unknown,3
Mexico,Census 2010,1910,1910,Level 2,ISCED3C,ISCED4A,F,Total,women_total,22
Mexico,Census 2010,1910,1910,Level 4,ISCED5B,ISCED6,F,Total,children_total,53
Mexico,Census 2010,1910,1910,Level 4,ISCED5B,ISCED6,F,Total,parity_2,9
Mexico,Census 2010,1910,1910,Level 4,ISCED5B,ISCED6,F,Total,parity_5,7
Mexico,Census 2010,1910,1910,Level 4,ISCED5B,ISCED6,F,Total,women_total,16
Mexico,Census 2010,1910,1910,Level Unknown,Unknown,Unknown,F,Total,children_total,24
Mexico,Census 2010,1910,1910,Level Unknown,Unknown,Unknown,F,Total,parity_0,1
Mexico,Census 2010,1910,1910,Level Unknown,Unknown,Unknown,F,Total,parity_1,9
Mexico,Census 2010,1910,1910,Level Unknown,Unknown,Unknown,F,Total,parity_2,5
Mexico,Census 2010,1910,1910,Level Unknown,Unknown,Unknown,F,Total,parity_5,1
Mexico,Census 2010,1910,1910,Level Unknown,Unknown,Unknown,F,Total,parity_unknown,9
Mexico,Census 2010,1910,1910,Level Unknown,Unknown,Unknown,F,Total,women_total,25
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,children_total,26093
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_0,262
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_1,133
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_2,224
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_3,391
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_4,291
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_5,343
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_6,253
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_7,326
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_8,1674
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,parity_unknown,59
Mexico,Census 2010,1911,1911,Level 1,ISCED0,ISCED0,F,Total,women_total,3956
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,children_total,2790
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,parity_0,240
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,parity_1,71
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,parity_2,70
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,parity_3,131
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,parity_4,114
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,parity_5,123
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,parity_6,46
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,parity_8,99
Mexico,Census 2010,1911,1911,Level 1,ISCED1,ISCED2A,F,Total,women_total,894
Mexico,Census 2010,1911,1911,Level 2,ISCED3C,ISCED4A,F,Total,children_total,214
Mexico,Census 2010,1911,1911,Level 2,ISCED3C,ISCED4A,F,Total,parity_0,9
Mexico,Census 2010,1911,1911,Level 2,ISCED3C,ISCED4A,F,Total,parity_3,9
Mexico,Census 2010,1911,1911,Level 2,ISCED3C,ISCED4A,F,Total,parity_8,17
Mexico,Census 2010,1911,1911,Level 2,ISCED3C,ISCED4A,F,Total,women_total,35
Mexico,Census 2010,1911,1911,Level Unknown,Unknown,Unknown,F,Total,children_total,20
Mexico,Census 2010,1911,1911,Level Unknown,Unknown,Unknown,F,Total,parity_8,2
Mexico,Census 2010,1911,1911,Level Unknown,Unknown,Unknown,F,Total,parity_unknown,1
Mexico,Census 2010,1911,1911,Level Unknown,Unknown,Unknown,F,Total,women_total,3
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,children_total,37381
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_0,486
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_1,284
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_2,310
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_3,461
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_4,697
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_5,357
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_6,371
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_7,332
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_8,2503
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,parity_unknown,182
Mexico,Census 2010,1912,1912,Level 1,ISCED0,ISCED0,F,Total,women_total,5983
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,children_total,5356
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,parity_0,66
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,parity_1,57
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,parity_2,38
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,parity_3,112
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,parity_4,211
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,parity_5,128
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,parity_6,265
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,parity_7,18
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,parity_8,178
Mexico,Census 2010,1912,1912,Level 1,ISCED1,ISCED2A,F,Total,women_total,1073
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,children_total,645
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,parity_0,1
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,parity_1,22
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,parity_2,5
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,parity_3,48
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,parity_4,9
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,parity_5,41
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,parity_6,18
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,parity_8,12
Mexico,Census 2010,1912,1912,Level 2,ISCED3C,ISCED4A,F,Total,women_total,156
Mexico,Census 2010,1912,1912,Level 4,ISCED5B,ISCED6,F,Total,children_total,155
Mexico,Census 2010,1912,1912,Level 4,ISCED5B,ISCED6,F,Total,parity_5,31
Mexico,Census 2010,1912,1912,Level 4,ISCED5B,ISCED6,F,Total,women_total,31
Mexico,Census 2010,1912,1912,Level Unknown,Unknown,Unknown,F,Total,children_total,68
Mexico,Census 2010,1912,1912,Level Unknown,Unknown,Unknown,F,Total,parity_4,15
Mexico,Census 2010,1912,1912,Level Unknown,Unknown,Unknown,F,Total,parity_8,1
Mexico,Census 2010,1912,1912,Level Unknown,Unknown,Unknown,F,Total,women_total,16
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,children_total,36652
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_0,432
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_1,305
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_2,292
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_3,492
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_4,333
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_5,453
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_6,512
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_7,473
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_8,2370
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,parity_unknown,49
Mexico,Census 2010,1913,1913,Level 1,ISCED0,ISCED0,F,Total,women_total,5711
Mexico,Census 2010,1913,1913,Level 1,ISCED1,ISCED2A,F,Total,children_total,5242
Mexico,Census 2010,1913,1913,Level 1,ISCED1,ISCED2A,F,Total,parity_0,162
Mexico,Census 2010,1913,1913,Level 1,ISCED1,ISCED2A,F,Total,parity_1,41
Mexico,Census 2010,1913,1913,Level 1,ISCED1,ISCED2A,F,Total,parity_2,118
Mexico,Census 2010,1913,1913,Level 1,ISCED1,ISCED2A,F,Total,parity_3,201
Mexico,Census 2010,1913,1913,Level 1,ISCED1,ISCED2A,F,Total,parity_4,134
Mexico,Census 2010,1913,1913,Level 1,ISCED1,ISCED2A,F,Total,parity_5,19
