LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1990,4.10764E-06,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1991,27.80840108,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1992,26.27816552,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1993,26.24447845,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1994,25.54124443,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1995,25.40755506,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1996,27.32871138,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1997,28.87369842,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1998,26.65334856,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1999,27.98166484,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2000,26.41187439,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2001,24.51133092,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2002,25.16673568,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2003,25.86188253,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2004,28.61969874,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2005,27.1085763,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2006,26.96786371,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2007,24.13130913,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2008,23.33147702,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2009,23.46654196,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2010,25.34944159,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2011,23.34758044,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2012,22.51522378,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2013,23.85105759,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2014,22.70425687,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2015,20.63357981,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2016,19.45553589,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2017,18.71506036,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2018,18.91067149,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2019,18.30612036,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2020,16.74247155,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2021,16.63895845,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2022,17.95693524,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2023,18.48740179,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2024,18.31648038,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2025,18.14172411,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2026,17.98033551,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2027,17.84533826,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2028,17.48794852,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1990,4.57708E-06,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1991,14.45115368,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1992,15.18323182,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1993,15.01018109,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1994,15.57262815,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1995,15.57996847,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1996,14.41258718,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1997,14.79336377,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1998,15.19300914,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1999,15.13219703,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2000,15.13978424,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2001,15.23928127,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2002,15.99514144,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2003,17.44840871,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2004,17.73547814,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2005,18.65274294,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2006,17.98747957,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2007,19.70758785,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2008,19.30724322,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2009,19.89825423,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2010,20.19620606,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2011,19.67478863,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2012,20.6098701,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2013,20.09045734,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2014,20.11288057,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2015,22.02276688,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2016,21.48865302,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2017,22.00962432,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2018,21.90644365,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2019,22.2856266,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2020,22.64012516,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2021,22.6273852,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2022,22.59518659,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2023,22.60728041,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2024,22.67188243,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2025,22.75360085,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2026,22.85934394,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2027,22.93205909,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2028,23.03467709,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1990,21.94668516,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1991,22.24322821,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1992,22.32871021,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1993,23.69323057,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1994,24.35777485,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1995,24.10515553,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1996,24.50408204,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1997,25.6785321,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1998,27.52698049,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1999,27.88947703,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2000,29.56572004,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2001,29.1132324,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2002,32.37030948,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.2912987,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2004,32.69717274,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2005,33.99067138,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2006,35.10564502,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2007,34.71896013,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2008,33.24475421,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2009,33.59665901,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2010,37.70348012,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2011,39.60170365,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2012,40.46373721,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2013,40.3420558,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2014,41.0586163,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2015,42.26944951,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2016,44.78121739,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2017,43.56512521,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2018,44.1278737,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2019,44.76740417,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2020,44.22314899,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2021,44.39856845,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2022,44.50854129,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2023,44.51137033,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2024,44.57522725,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2025,44.62577516,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2026,44.65737118,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2027,44.70940088,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2028,44.78093911,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1990,18.92314126,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1991,19.3225514,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1992,17.87504447,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1993,17.40675869,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1994,18.41739132,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1995,15.04532717,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1996,14.72864374,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1997,14.99696432,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1998,15.41169619,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1999,15.18876819,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2000,16.3041118,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2001,14.91999083,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2002,13.72690417,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2003,12.10797225,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2004,11.94309473,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2005,11.9563375,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2006,12.34182176,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2007,12.56842478,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2008,10.98665684,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2009,10.33917904,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2010,8.98722076,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2011,8.066857271,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2012,8.754316271,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2013,8.76198894,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2014,8.158509639,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2015,9.397973105,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2016,8.55472675,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2017,7.774058354,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2018,7.282346571,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2019,7.209027674,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2020,7.222944901,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2021,7.316516518,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2022,7.2516503,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2023,7.200391434,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2024,7.151413448,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2025,7.144508232,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2026,7.132193094,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2027,7.123519202,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2028,7.146533133,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1990,24.86491268,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1991,24.32025859,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1992,23.69598282,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1993,22.67521854,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1994,23.09363083,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1995,23.17703301,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1996,22.9203985,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1997,22.98216308,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1998,23.25823293,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1999,23.68157933,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2000,23.29835889,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2001,22.39478072,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2002,22.31287464,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2003,23.55089284,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2004,22.61556353,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2005,21.90997368,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2006,21.63915763,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2007,22.08571722,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2008,21.43037746,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2009,20.40741399,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2010,20.29259876,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2011,19.80426637,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2012,20.02461182,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2013,19.83560492,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2014,19.20930473,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2015,17.67071522,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2016,18.05317483,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2017,18.07333242,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2018,17.96615371,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2019,17.64542362,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2020,17.36959208,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2021,17.25896006,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2022,17.02768638,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2023,16.92126333,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2024,16.88423137,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2025,16.80720667,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2026,16.74082816,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2027,16.67241403,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2028,16.6729043,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1990,20.48407659,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1991,20.25350394,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1992,22.21642835,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1993,21.62542459,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1994,22.24036577,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1995,21.76984687,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1996,20.36422625,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1997,19.92729455,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1998,22.47818563,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1999,23.55153839,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2000,22.46886838,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2001,22.69894025,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2002,21.85188415,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2003,19.72370635,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2004,20.91746957,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2005,18.07819498,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2006,18.38030082,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2007,19.64149163,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2008,18.66349151,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2009,18.45777086,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2010,17.2696746,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2011,16.7411503,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2012,17.44530974,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2013,16.34494319,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2014,16.11993548,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2015,18.03248972,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2016,16.24773041,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2017,16.00562708,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2018,16.04469992,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2019,15.74060441,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2020,15.87586957,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2021,15.79062125,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2022,15.69814945,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2023,15.69005121,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2024,15.66056552,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2025,15.61429176,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2026,15.58016373,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2027,15.55947666,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2028,15.47139868,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1990,24.28646792,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,24.25902484,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,24.28560858,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1993,24.89480379,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1994,26.49310898,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1995,26.17543959,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1996,25.98287408,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1997,26.47195979,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1998,27.06574221,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1999,28.25404879,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2000,29.56431137,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,30.74797148,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2002,31.07017832,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.19810506,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2004,31.4236565,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,31.5672994,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,31.82242128,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,31.924171,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,32.01752117,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,31.63796551,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,31.32161247,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2011,30.3277189,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,30.0834158,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2013,30.38836576,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2014,31.21471463,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,32.62672552,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,33.27341392,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,33.55406895,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2018,33.78864853,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2019,33.87108271,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2020,33.71705531,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2021,34.01787643,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2022,34.00175426,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2023,34.31431846,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2024,34.42768063,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2025,34.53942246,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2026,34.52407228,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2027,34.65538225,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2028,34.751946,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.729611146,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.763444065,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.740354738,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.751539838,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.722467862,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.712582202,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.663371833,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.651252059,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.729299167,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.753036558,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.828874159,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.910218596,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.90947891,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.951570526,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.972840537,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.98199045,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2006,1.065313936,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2007,1.069756534,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,1.023456087,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2009,1.012046731,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.952407276,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.930740317,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.846953894,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.877868485,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.922149665,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.915993173,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.930445126,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2017,0.968804478,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2018,0.950541936,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2019,0.889937081,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.929245536,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.921766578,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2022,0.924686662,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2023,0.92204082,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2024,0.916519665,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2025,0.915175914,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2026,0.912338022,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2027,0.911058456,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2028,0.908057693,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1990,5.999810498,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1991,6.400344757,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1992,6.64958158,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1993,7.285124944,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1994,8.002596143,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1995,8.407724249,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1996,7.965391561,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1997,8.071943711,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1998,8.185813405,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1999,8.173006303,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2000,8.617503087,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2001,7.029356216,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2002,7.127829206,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2003,6.979397724,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2004,6.961678381,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2005,6.23389012,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2006,6.187077364,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2007,6.379489271,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2008,6.384995149,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2009,6.491157789,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2010,6.706219442,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2011,6.721865982,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2012,6.730751448,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2013,6.726993431,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2014,6.689168633,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2015,6.48735333,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2016,6.407991379,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2017,7.264415935,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2018,7.436115117,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2019,7.439556988,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2020,7.476899481,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2021,7.50302647,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2022,7.524834635,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2023,7.561977899,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2024,7.596316289,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2025,7.627872808,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2026,7.665834154,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2027,7.704346699,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2028,7.742256725,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1990,12.97841084,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1991,13.00217222,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1992,13.00514598,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1993,12.89962743,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1994,12.97507054,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1995,13.02831782,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1996,13.67640516,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1997,12.69204476,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1998,12.58482121,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1999,12.86336789,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2000,13.33200613,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2001,13.65789367,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2002,14.33392083,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2003,14.11166951,
