United States, Period fertility rates by calendar year, age and birth cohort (Lexis triangles)
Last modified: 17/04/2019
Year   Age   Cohort      ASFR
1935   46     1888    0.00198
1935   47     1888    0.00134
1935   47     1887    0.00111
1935   48     1887    0.00077
1935   48     1886    0.00064
1935   49     1886    0.00044
1935   49     1885    0.00032
1935   50     1885    0.00014
1935   50     1884    0.00009
1935   51     1884    0.00004
1935   51     1883    0.00003
1935   52     1883    0.00003
1935   52     1882    0.00004
1935   53     1882    0.00004
1935   53     1881    0.00003
1935   54     1881    0.00003
1935   54     1880    0.00001
1935   55+       .    0.00000
1936   12-       .    0.00004
1936   13     1923    0.00027
1936   13     1922    0.00045
1936   14     1922    0.00149
1936   14     1921    0.00245
1936   15     1921    0.00592
1936   15     1920    0.00874
1936   16     1920    0.01793
1936   16     1919    0.02395
1936   17     1919    0.03619
1936   17     1918    0.04384
1936   18     1918    0.06427
1936   18     1917    0.07390
1936   19     1917    0.08754
1936   19     1916    0.09386
1936   20     1916    0.10472
1936   20     1915    0.10889
1936   21     1915    0.11477
1936   21     1914    0.11674
1936   22     1914    0.11878
1936   22     1913    0.11962
1936   23     1913    0.12153
1936   23     1912    0.12133
1936   24     1912    0.11880
1936   24     1911    0.11768
1936   25     1911    0.11554
1936   25     1910    0.11439
1936   26     1910    0.11259
1936   26     1909    0.11034
1936   27     1909    0.10251
1936   27     1908    0.10130
1936   28     1908    0.10455
1936   28     1907    0.10276
1936   29     1907    0.09303
1936   29     1906    0.09095
1936   30     1906    0.09220
1936   30     1905    0.08827
1936   31     1905    0.07247
1936   31     1904    0.07004
1936   32     1904    0.07350
1936   32     1903    0.07208
1936   33     1903    0.06485
1936   33     1902    0.06244
1936   34     1902    0.05844
1936   34     1901    0.05724
1936   35     1901    0.05597
1936   35     1900    0.05581
1936   36     1900    0.05800
1936   36     1899    0.05464
1936   37     1899    0.04093
1936   37     1898    0.03915
1936   38     1898    0.04229
1936   38     1897    0.04087
1936   39     1897    0.03432
1936   39     1896    0.03214
1936   40     1896    0.02922
1936   40     1895    0.02616
1936   41     1895    0.01838
1936   41     1894    0.01702
1936   42     1894    0.01712
1936   42     1893    0.01568
1936   43     1893    0.01164
1936   43     1892    0.01005
1936   44     1892    0.00732
1936   44     1891    0.00626
1936   45     1891    0.00459
1936   45     1890    0.00378
1936   46     1890    0.00245
1936   46     1889    0.00193
1936   47     1889    0.00113
1936   47     1888    0.00094
1936   48     1888    0.00073
1936   48     1887    0.00061
1936   49     1887    0.00039
1936   49     1886    0.00029
1936   50     1886    0.00014
1936   50     1885    0.00010
1936   51     1885    0.00003
1936   51     1884    0.00003
1936   52     1884    0.00004
1936   52     1883    0.00004
1936   53     1883    0.00003
1936   53     1882    0.00003
1936   54     1882    0.00003
1936   54     1881    0.00002
1936   55+       .    0.00001
1937   12-       .    0.00006
1937   13     1924    0.00033
1937   13     1923    0.00051
1937   14     1923    0.00159
1937   14     1922    0.00256
1937   15     1922    0.00621
1937   15     1921    0.00918
1937   16     1921    0.01870
1937   16     1920    0.02517
1937   17     1920    0.04021
1937   17     1919    0.04883
1937   18     1919    0.06653
1937   18     1918    0.07522
1937   19     1918    0.09059
1937   19     1917    0.09723
1937   20     1917    0.10756
1937   20     1916    0.11151
1937   21     1916    0.11662
1937   21     1915    0.11884
1937   22     1915    0.12303
1937   22     1914    0.12447
1937   23     1914    0.12689
1937   23     1913    0.12660
1937   24     1913    0.12304
1937   24     1912    0.12141
1937   25     1912    0.11812
1937   25     1911    0.11644
1937   26     1911    0.11318
1937   26     1910    0.11146
1937   27     1910    0.10776
1937   27     1909    0.10619
1937   28     1909    0.10382
1937   28     1908    0.10183
1937   29     1908    0.09614
1937   29     1907    0.09424
1937   30     1907    0.09301
1937   30     1906    0.08900
1937   31     1906    0.07472
1937   31     1905    0.07220
1937   32     1905    0.07433
1937   32     1904    0.07252
1937   33     1904    0.06479
1937   33     1903    0.06241
1937   34     1903    0.05936
1937   34     1902    0.05741
1937   35     1902    0.05273
1937   35     1901    0.05136
1937   36     1901    0.04989
1937   36     1900    0.04913
1937   37     1900    0.04825
1937   37     1899    0.04610
1937   38     1899    0.03923
1937   38     1898    0.03682
1937   39     1898    0.03293
1937   39     1897    0.03095
1937   40     1897    0.02747
1937   40     1896    0.02472
1937   41     1896    0.01807
1937   41     1895    0.01674
1937   42     1895    0.01638
1937   42     1894    0.01487
1937   43     1894    0.01087
1937   43     1893    0.00935
1937   44     1893    0.00683
1937   44     1892    0.00584
1937   45     1892    0.00428
1937   45     1891    0.00353
1937   46     1891    0.00227
1937   46     1890    0.00183
1937   47     1890    0.00118
1937   47     1889    0.00095
1937   48     1889    0.00062
1937   48     1888    0.00050
1937   49     1888    0.00033
1937   49     1887    0.00025
1937   50     1887    0.00013
1937   50     1886    0.00009
1937   51     1886    0.00005
1937   51     1885    0.00004
1937   52     1885    0.00006
1937   52     1884    0.00006
1937   53     1884    0.00004
1937   53     1883    0.00003
1937   54     1883    0.00002
1937   54     1882    0.00002
1937   55+       .    0.00001
1938   12-       .    0.00007
1938   13     1925    0.00033
1938   13     1924    0.00050
1938   14     1924    0.00167
1938   14     1923    0.00273
1938   15     1923    0.00625
1938   15     1922    0.00912
1938   16     1922    0.01889
1938   16     1921    0.02559
1938   17     1921    0.04120
1938   17     1920    0.05049
1938   18     1920    0.07143
1938   18     1919    0.08076
1938   19     1919    0.09189
1938   19     1918    0.09780
1938   20     1918    0.11168
1938   20     1917    0.11623
1938   21     1917    0.11989
1938   21     1916    0.12184
1938   22     1916    0.12603
1938   22     1915    0.12766
1938   23     1915    0.13102
1938   23     1914    0.13118
1938   24     1914    0.12862
1938   24     1913    0.12712
1938   25     1913    0.12340
1938   25     1912    0.12146
1938   26     1912    0.11753
1938   26     1911    0.11524
1938   27     1911    0.10940
1938   27     1910    0.10831
1938   28     1910    0.11058
1938   28     1909    0.10825
1938   29     1909    0.09706
1938   29     1908    0.09485
1938   30     1908    0.09680
1938   30     1907    0.09297
1938   31     1907    0.07717
1938   31     1906    0.07440
1938   32     1906    0.07646
1938   32     1905    0.07444
1938   33     1905    0.06605
1938   33     1904    0.06360
1938   34     1904    0.06084
1938   34     1903    0.05884
1938   35     1903    0.05414
1938   35     1902    0.05197
1938   36     1902    0.04753
1938   36     1901    0.04589
1938   37     1901    0.04286
1938   37     1900    0.04260
1938   38     1900    0.04556
1938   38     1899    0.04260
1938   39     1899    0.03101
1938   39     1898    0.02852
1938   40     1898    0.02709
1938   40     1897    0.02447
1938   41     1897    0.01738
1938   41     1896    0.01613
1938   42     1896    0.01615
1938   42     1895    0.01477
1938   43     1895    0.01097
1938   43     1894    0.00939
1938   44     1894    0.00663
1938   44     1893    0.00565
1938   45     1893    0.00420
1938   45     1892    0.00342
1938   46     1892    0.00207
1938   46     1891    0.00166
1938   47     1891    0.00106
1938   47     1890    0.00089
1938   48     1890    0.00069
1938   48     1889    0.00055
1938   49     1889    0.00031
1938   49     1888    0.00023
1938   50     1888    0.00013
1938   50     1887    0.00010
1938   51     1887    0.00005
1938   51     1886    0.00005
1938   52     1886    0.00007
1938   52     1885    0.00006
1938   53     1885    0.00002
1938   53     1884    0.00002
1938   54     1884    0.00002
1938   54     1883    0.00001
1938   55+       .    0.00000
1939   12-       .    0.00000
1939   13     1926    0.00007
1939   13     1925    0.00023
1939   14     1925    0.00175
1939   14     1924    0.00348
1939   15     1924    0.00758
1939   15     1923    0.01046
1939   16     1923    0.02050
1939   16     1922    0.02685
1939   17     1922    0.04177
1939   17     1921    0.05001
1939   18     1921    0.06626
1939   18     1920    0.07437
1939   19     1920    0.08965
1939   19     1919    0.09662
1939   20     1919    0.10905
1939   20     1918    0.11358
1939   21     1918    0.11869
1939   21     1917    0.12029
1939   22     1917    0.12136
1939   22     1916    0.12176
1939   23     1916    0.12218
1939   23     1915    0.12306
1939   24     1915    0.12702
1939   24     1914    0.12762
1939   25     1914    0.12707
1939   25     1913    0.12502
1939   26     1913    0.11719
1939   26     1912    0.11400
1939   27     1912    0.10815
1939   27     1911    0.10575
1939   28     1911    0.10177
1939   28     1910    0.10029
1939   29     1910    0.09872
1939   29     1909    0.09687
1939   30     1909    0.09176
1939   30     1908    0.08863
1939   31     1908    0.08094
1939   31     1907    0.07796
1939   32     1907    0.07291
1939   32     1906    0.07081
1939   33     1906    0.06725
1939   33     1905    0.06570
1939   34     1905    0.06315
1939   34     1904    0.06134
1939   35     1904    0.05701
1939   35     1903    0.05463
1939   36     1903    0.04934
1939   36     1902    0.04697
1939   37     1902    0.04246
1939   37     1901    0.04029
1939   38     1901    0.03610
1939   38     1900    0.03405
1939   39     1900    0.03000
1939   39     1899    0.02811
1939   40     1899    0.02455
1939   40     1898    0.02271
1939   41     1898    0.01911
1939   41     1897    0.01726
1939   42     1897    0.01368
1939   42     1896    0.01204
1939   43     1896    0.00913
1939   43     1895    0.00788
1939   44     1895    0.00575
1939   44     1894    0.00490
1939   45     1894    0.00353
1939   45     1893    0.00299
1939   46     1893    0.00214
1939   46     1892    0.00178
1939   47     1892    0.00120
1939   47     1891    0.00098
1939   48     1891    0.00064
1939   48     1890    0.00051
1939   49     1890    0.00032
1939   49     1889    0.00026
1939   50     1889    0.00017
1939   50     1888    0.00014
1939   51     1888    0.00009
1939   51     1887    0.00007
1939   52     1887    0.00004
1939   52     1886    0.00003
1939   53     1886    0.00001
1939   53     1885    0.00001
1939   54     1885    0.00000
1939   54     1884    0.00000
1939   55+       .    0.00001
1940   12-       .    0.00000
1940   13     1927    0.00007
1940   13     1926    0.00023
1940   14     1926    0.00172
1940   14     1925    0.00341
1940   15     1925    0.00749
1940   15     1924    0.01038
1940   16     1924    0.02043
1940   16     1923    0.02683
1940   17     1923    0.04196
1940   17     1922    0.05035
1940   18     1922    0.06709
1940   18     1921    0.07549
1940   19     1921    0.09144
1940   19     1920    0.09886
1940   20     1920    0.11255
1940   20     1919    0.11757
1940   21     1919    0.12321
1940   21     1918    0.12505
1940   22     1918    0.12646
1940   22     1917    0.12699
1940   23     1917    0.12760
1940   23     1916    0.12857
1940   24     1916    0.13274
1940   24     1915    0.13333
1940   25     1915    0.13262
1940   25     1914    0.13041
1940   26     1914    0.12206
1940   26     1913    0.11869
1940   27     1913    0.11252
1940   27     1912    0.11002
1940   28     1912    0.10592
1940   28     1911    0.10442
1940   29     1911    0.10289
1940   29     1910    0.10104
1940   30     1910    0.09591
1940   30     1909    0.09271
1940   31     1909    0.08481
1940   31     1908    0.08165
1940   32     1908    0.07613
1940   32     1907    0.07375
1940   33     1907    0.06956
1940   33     1906    0.06767
1940   34     1906    0.06443
1940   34     1905    0.06223
1940   35     1905    0.05709
1940   35     1904    0.05439
1940   36     1904    0.04863
1940   36     1903    0.04616
1940   37     1903    0.04170
1940   37     1902    0.03962
1940   38     1902    0.03569
1940   38     1901    0.03378
1940   39     1901    0.03000
1940   39     1900    0.02823
1940   40     1900    0.02487
1940   40     1899    0.02306
1940   41     1899    0.01944
1940   41     1898    0.01752
1940   42     1898    0.01373
1940   42     1897    0.01200
1940   43     1897    0.00893
1940   43     1896    0.00763
1940   44     1896    0.00544
1940   44     1895    0.00461
1940   45     1895    0.00331
1940   45     1894    0.00279
1940   46     1894    0.00197
1940   46     1893    0.00162
1940   47     1893    0.00106
1940   47     1892    0.00084
1940   48     1892    0.00053
1940   48     1891    0.00042
1940   49     1891    0.00025
1940   49     1890    0.00020
1940   50     1890    0.00014
1940   50     1889    0.00012
1940   51     1889    0.00008
1940   51     1888    0.00006
1940   52     1888    0.00003
1940   52     1887    0.00003
1940   53     1887    0.00001
1940   53     1886    0.00001
1940   54     1886    0.00000
1940   54     1885    0.00000
1940   55+       .    0.00000
1941   12-       .    0.00000
1941   13     1928    0.00007
1941   13     1927    0.00024
1941   14     1927    0.00182
1941   14     1926    0.00363
1941   15     1926    0.00796
1941   15     1925    0.01102
1941   16     1925    0.02158
1941   16     1924    0.02828
1941   17     1924    0.04407
1941   17     1923    0.05284
1941   18     1923    0.07040
1941   18     1922    0.07934
1941   19     1922    0.09670
1941   19     1921    0.10496
1941   20     1921    0.12081
1941   20     1920    0.12669
1941   21     1920    0.13331
1941   21     1919    0.13555
1941   22     1919    0.13745
1941   22     1918    0.13810
1941   23     1918    0.13870
1941   23     1917    0.13959
1941   24     1917    0.14346
1941   24     1916    0.14376
1941   25     1916    0.14221
1941   25     1915    0.13950
1941   26     1915    0.13003
1941   26     1914    0.12618
1941   27     1914    0.11916
1941   27     1913    0.11631
1941   28     1913    0.11161
1941   28     1912    0.10987
1941   29     1912    0.10799
1941   29     1911    0.10589
1941   30     1911    0.10017
1941   30     1910    0.09665
1941   31     1910    0.08811
1941   31     1909    0.08468
1941   32     1909    0.07871
1941   32     1908    0.07614
1941   33     1908    0.07161
1941   33     1907    0.06957
1941   34     1907    0.06604
1941   34     1906    0.06372
1941   35     1906    0.05833
1941   35     1905    0.05551
1941   36     1905    0.04948
1941   36     1904    0.04689
1941   37     1904    0.04218
1941   37     1903    0.03999
1941   38     1903    0.03584
1941   38     1902    0.03383
1941   39     1902    0.02989
1941   39     1901    0.02802
1941   40     1901    0.02442
1941   40     1900    0.02256
1941   41     1900    0.01889
1941   41     1899    0.01699
1941   42     1899    0.01330
1941   42     1898    0.01162
1941   43     1898    0.00865
1941   43     1897    0.00739
1941   44     1897    0.00526
1941   44     1896    0.00447
1941   45     1896    0.00325
1941   45     1895    0.00273
1941   46     1895    0.00190
1941   46     1894    0.00154
1941   47     1894    0.00096
1941   47     1893    0.00075
1941   48     1893    0.00044
1941   48     1892    0.00034
1941   49     1892    0.00019
1941   49     1891    0.00015
1941   50     1891    0.00010
1941   50     1890    0.00009
1941   51     1890    0.00006
1941   51     1889    0.00005
1941   52     1889    0.00003
1941   52     1888    0.00002
1941   53     1888    0.00001
1941   53     1887    0.00001
1941   54     1887    0.00000
1941   54     1886    0.00000
1941   55+       .    0.00000
1942   12-       .    0.00000
1942   13     1929    0.00008
1942   13     1928    0.00026
1942   14     1928    0.00191
1942   14     1927    0.00380
1942   15     1927    0.00843
1942   15     1926    0.01171
1942   16     1926    0.02298
1942   16     1925    0.03015
1942   17     1925    0.04712
1942   17     1924    0.05664
1942   18     1924    0.07597
1942   18     1923    0.08604
1942   19     1923    0.10628
1942   19     1922    0.11618
1942   20     1922    0.13580
1942   20     1921    0.14334
1942   21     1921    0.15239
1942   21     1920    0.15561
1942   22     1920    0.15884
1942   22     1919    0.15988
1942   23     1919    0.16073
1942   23     1918    0.16156
1942   24     1918    0.16503
1942   24     1917    0.16481
1942   25     1917    0.16174
1942   25     1916    0.15811
1942   26     1916    0.14655
1942   26     1915    0.14180
1942   27     1915    0.13320
1942   27     1914    0.12971
1942   28     1914    0.12396
1942   28     1913    0.12182
1942   29     1913    0.11943
1942   29     1912    0.11690
1942   30     1912    0.11015
1942   30     1911    0.10605
1942   31     1911    0.09620
1942   31     1910    0.09226
1942   32     1910    0.08541
1942   32     1909    0.08245
1942   33     1909    0.07726
1942   33     1908    0.07491
1942   34     1908    0.07084
1942   34     1907    0.06824
1942   35     1907    0.06232
1942   35     1906    0.05920
1942   36     1906    0.05258
1942   36     1905    0.04970
1942   37     1905    0.04442
1942   37     1904    0.04195
1942   38     1904    0.03728
1942   38     1903    0.03503
1942   39     1903    0.03063
1942   39     1902    0.02860
1942   40     1902    0.02478
1942   40     1901    0.02281
1942   41     1901    0.01896
1942   41     1900    0.01695
1942   42     1900    0.01309
1942   42     1899    0.01135
1942   43     1899    0.00832
1942   43     1898    0.00706
1942   44     1898    0.00496
1942   44     1897    0.00419
1942   45     1897    0.00299
1942   45     1896    0.00251
1942   46     1896    0.00176
1942   46     1895    0.00144
1942   47     1895    0.00093
1942   47     1894    0.00075
1942   48     1894    0.00047
1942   48     1893    0.00037
1942   49     1893    0.00022
1942   49     1892    0.00018
1942   50     1892    0.00013
1942   50     1891    0.00010
1942   51     1891    0.00007
1942   51     1890    0.00006
1942   52     1890    0.00003
1942   52     1889    0.00002
1942   53     1889    0.00001
1942   53     1888    0.00001
1942   54     1888    0.00000
1942   54     1887    0.00000
1942   55+       .    0.00000
1943   12-       .    0.00000
1943   13     1930    0.00008
1943   13     1929    0.00027
1943   14     1929    0.00203
1943   14     1928    0.00403
1943   15     1928    0.00887
1943   15     1927    0.01227
1943   16     1927    0.02388
1943   16     1926    0.03121
1943   17     1926    0.04844
1943   17     1925    0.05803
1943   18     1925    0.07731
1943   18     1924    0.08728
1943   19     1924    0.10716
1943   19     1923    0.11680
1943   20     1923    0.13574
1943   20     1922    0.14297
1943   21     1922    0.15160
1943   21     1921    0.15470
1943   22     1921    0.15791
1943   22     1920    0.15909
1943   23     1920    0.16050
1943   23     1919    0.16176
1943   24     1919    0.16648
1943   24     1918    0.16691
1943   25     1918    0.16512
1943   25     1917    0.16201
1943   26     1917    0.15106
1943   26     1916    0.14664
1943   27     1916    0.13870
1943   27     1915    0.13553
1943   28     1915    0.13045
1943   28     1914    0.12866
1943   29     1914    0.12704
1943   29     1913    0.12479
1943   30     1913    0.11836
1943   30     1912    0.11431
1943   31     1912    0.10429
1943   31     1911    0.10029
1943   32     1911    0.09332
1943   32     1910    0.09030
1943   33     1910    0.08497
1943   33     1909    0.08254
1943   34     1909    0.07829
1943   34     1908    0.07551
1943   35     1908    0.06915
1943   35     1907    0.06577
1943   36     1907    0.05852
1943   36     1906    0.05534
1943   37     1906    0.04944
1943   37     1905    0.04666
1943   38     1905    0.04137
1943   38     1904    0.03880
1943   39     1904    0.03375
1943   39     1903    0.03149
1943   40     1903    0.02735
1943   40     1902    0.02514
1943   41     1902    0.02080
1943   41     1901    0.01846
1943   42     1901    0.01394
1943   42     1900    0.01194
1943   43     1900    0.00851
1943   43     1899    0.00711
1943   44     1899    0.00484
1943   44     1898    0.00406
1943   45     1898    0.00292
1943   45     1897    0.00245
1943   46     1897    0.00173
1943   46     1896    0.00140
1943   47     1896    0.00088
1943   47     1895    0.00069
1943   48     1895    0.00041
1943   48     1894    0.00032
1943   49     1894    0.00018
1943   49     1893    0.00014
1943   50     1893    0.00008
1943   50     1892    0.00007
1943   51     1892    0.00005
1943   51     1891    0.00004
1943   52     1891    0.00003
1943   52     1890    0.00003
1943   53     1890    0.00003
1943   53     1889    0.00003
1943   54     1889    0.00002
1943   54     1888    0.00003
1943   55+       .    0.00008
1944   12-       .    0.00000
1944   13     1931    0.00008
1944   13     1930    0.00027
1944   14     1930    0.00198
1944   14     1929    0.00390
1944   15     1929    0.00837
1944   15     1928    0.01144
1944   16     1928    0.02179
1944   16     1927    0.02821
1944   17     1927    0.04303
1944   17     1926    0.05122
1944   18     1926    0.06770
1944   18     1925    0.07641
1944   19     1925    0.09458
1944   19     1924    0.10372
1944   20     1924    0.12261
1944   20     1923    0.13017
1944   21     1923    0.13995
1944   21     1922    0.14370
1944   22     1922    0.14826
1944   22     1921    0.14987
1944   23     1921    0.15166
1944   23     1920    0.15271
1944   24     1920    0.15601
1944   24     1919    0.15581
1944   25     1919    0.15276
1944   25     1918    0.14943
1944   26     1918    0.13888
1944   26     1917    0.13474
1944   27     1917    0.12755
1944   27     1916    0.12490
1944   28     1916    0.12108
1944   28     1915    0.12002
1944   29     1915    0.12018
1944   29     1914    0.11883
1944   30     1914    0.11426
1944   30     1913    0.11098
1944   31     1913    0.10215
1944   31     1912    0.09868
1944   32     1912    0.09266
1944   32     1911    0.09006
1944   33     1911    0.08547
1944   33     1910    0.08337
1944   34     1910    0.07968
1944   34     1909    0.07716
1944   35     1909    0.07121
1944   35     1908    0.06798
1944   36     1908    0.06094
1944   36     1907    0.05779
1944   37     1907    0.05185
1944   37     1906    0.04900
1944   38     1906    0.04350
1944   38     1905    0.04081
1944   39     1905    0.03545
1944   39     1904    0.03306
1944   40     1904    0.02864
1944   40     1903    0.02630
1944   41     1903    0.02171
1944   41     1902    0.01922
1944   42     1902    0.01443
1944   42     1901    0.01232
1944   43     1901    0.00871
1944   43     1900    0.00725
1944   44     1900    0.00488
1944   44     1899    0.00408
1944   45     1899    0.00291
1944   45     1898    0.00244
1944   46     1898    0.00169
1944   46     1897    0.00136
1944   47     1897    0.00084
1944   47     1896    0.00065
1944   48     1896    0.00038
1944   48     1895    0.00029
1944   49     1895    0.00016
1944   49     1894    0.00012
1944   50     1894    0.00007
1944   50     1893    0.00006
1944   51     1893    0.00004
1944   51     1892    0.00004
1944   52     1892    0.00003
1944   52     1891    0.00003
1944   53     1891    0.00002
1944   53     1890    0.00002
1944   54     1890    0.00002
1944   54     1889    0.00002
1944   55+       .    0.00008
1945   12-       .    0.00000
1945   13     1932    0.00008
1945   13     1931    0.00027
1945   14     1931    0.00204
1945   14     1930    0.00399
1945   15     1930    0.00834
1945   15     1929    0.01129
1945   16     1929    0.02128
1945   16     1928    0.02740
1945   17     1928    0.04134
1945   17     1927    0.04895
1945   18     1927    0.06406
1945   18     1926    0.07196
1945   19     1926    0.08824
1945   19     1925    0.09637
1945   20     1925    0.11311
1945   20     1924    0.11970
1945   21     1924    0.12793
1945   21     1923    0.13114
1945   22     1923    0.13513
1945   22     1922    0.13671
1945   23     1922    0.13895
1945   23     1921    0.14045
1945   24     1921    0.14509
1945   24     1920    0.14576
1945   25     1920    0.14472
1945   25     1919    0.14235
1945   26     1919    0.13351
1945   26     1918    0.13013
1945   27     1918    0.12434
1945   27     1917    0.12228
1945   28     1917    0.11955
1945   28     1916    0.11897
1945   29     1916    0.11997
1945   29     1915    0.11909
