Ireland, Female population exposure by calendar year, age and birth cohort (Lexis triangles)
Last modified: 09/06/2023
Year   Age   Cohort      Exposure
1955    12    1943       12489.41
1955    12    1942       11997.62
1955    13    1942       11663.95
1955    13    1941       11070.24
1955    14    1941       10661.92
1955    14    1940       11084.20
1955    15    1940       10628.57
1955    15    1939       11053.41
1955    16    1939       10562.83
1955    16    1938       10795.23
1955    17    1938       10280.33
1955    17    1937       10712.35
1955    18    1937       10178.33
1955    18    1936       10868.07
1955    19    1936       10322.99
1955    19    1935       10562.92
1955    20    1935       10044.53
1955    20    1934       10178.47
1955    21    1934        9699.87
1955    21    1933        9874.33
1955    22    1933        9455.17
1955    22    1932        9680.08
1955    23    1932        9342.84
1955    23    1931        9081.95
1955    24    1931        8806.63
1955    24    1930        9138.35
1955    25    1930        8898.25
1955    25    1929        8900.27
1955    26    1929        8701.74
1955    26    1928        8791.69
1955    27    1928        8617.46
1955    27    1927        8849.88
1955    28    1927        8692.66
1955    28    1926        9051.81
1955    29    1926        8906.88
1955    29    1925        9190.46
1955    30    1925        9033.22
1955    30    1924        9335.92
1955    31    1924        9203.16
1955    31    1923        9310.92
1955    32    1923        9186.85
1955    32    1922        9573.74
1955    33    1922        9457.89
1955    33    1921        9535.53
1955    34    1921        9424.86
1955    34    1920        9567.62
1955    35    1920        9476.35
1955    35    1919        9291.59
1955    36    1919        9199.02
1955    36    1918        8853.35
1955    37    1918        8769.75
1955    37    1917        8532.02
1955    38    1917        8449.50
1955    38    1916        9333.12
1955    39    1916        9243.69
1955    39    1915        9219.96
1955    40    1915        9107.97
1955    40    1914        9655.90
1955    41    1914        9525.60
1955    41    1913        9166.81
1955    42    1913        9051.77
1955    42    1912        9598.75
1955    43    1912        9476.06
1955    43    1911        9318.69
1955    44    1911        9207.52
1955    44    1910        9034.48
1955    45    1910        8930.52
1955    45    1909        8210.14
1955    46    1909        8116.37
1955    46    1908        7991.73
1955    47    1908        7905.40
1955    47    1907        7651.78
1955    48    1907        7570.41
1955    48    1906        7917.88
1955    49    1906        7821.27
1955    49    1905        7854.08
1955    50    1905        7762.41
1955    50    1904        7563.97
1955    51    1904        7480.76
1955    51    1903        7301.46
1955    52    1903        7222.18
1955    52    1902        7232.36
1955    53    1902        7128.65
1955    53    1901        7712.08
1955    54    1901        7598.24
1955    54    1900        8796.84
1955    55    1900        8658.29
1955    55    1899        7367.27
1956    12    1944       12984.72
1956    12    1943       12487.91
1956    13    1943       12237.22
1956    13    1942       11662.53
1956    14    1942       11328.69
1956    14    1941       10659.76
1956    15    1941       10251.59
1956    15    1940       10627.40
1956    16    1940       10171.95
1956    16    1939       10560.92
1956    17    1939       10069.99
1956    17    1938       10278.58
1956    18    1938        9765.33
1956    18    1937       10177.09
1956    19    1937        9645.41
1956    19    1936       10321.41
1956    20    1936        9775.79
1956    20    1935       10042.04
1956    21    1935        9521.69
1956    21    1934        9697.20
1956    22    1934        9218.60
1956    22    1933        9452.09
1956    23    1933        9033.93
1956    23    1932        9339.51
1956    24    1932        9004.29
1956    24    1931        8804.05
1956    25    1931        8530.38
1956    25    1930        8895.50
1956    26    1930        8655.75
1956    26    1929        8698.91
1956    27    1929        8500.88
1956    27    1928        8615.05
1956    28    1928        8439.46
1956    28    1927        8688.66
1956    29    1927        8531.31
1956    29    1926        8902.37
1956    30    1926        8761.44
1956    30    1925        9028.30
1956    31    1925        8876.07
1956    31    1924        9198.99
1956    32    1924        9069.04
1956    32    1923        9181.51
1956    33    1923        9058.62
1956    33    1922        9451.38
1956    34    1922        9337.87
1956    34    1921        9419.04
1956    35    1921        9308.55
1956    35    1920        9470.19
1956    36    1920        9376.55
1956    36    1919        9193.02
1956    37    1919        9100.63
1956    37    1918        8764.67
1956    38    1918        8679.03
1956    38    1917        8440.76
1956    39    1917        8355.43
1956    39    1916        9235.61
1956    40    1916        9145.66
1956    40    1915        9097.72
1956    41    1915        8990.10
1956    41    1914        9518.68
1956    42    1914        9389.33
1956    42    1913        9040.94
1956    43    1913        8921.43
1956    43    1912        9466.65
1956    44    1912        9341.95
1956    44    1911        9197.35
1956    45    1911        9084.02
1956    45    1910        8917.43
1956    46    1910        8816.66
1956    46    1909        8104.88
1956    47    1909        8015.93
1956    47    1908        7894.74
1956    48    1908        7808.40
1956    48    1907        7557.24
1956    49    1907        7478.90
1956    49    1906        7809.43
1956    50    1906        7709.14
1956    50    1905        7740.67
1956    51    1905        7651.19
1956    51    1904        7468.76
1956    52    1904        7389.18
1956    52    1903        7203.27
1956    53    1903        7121.85
1956    53    1902        7111.82
1956    54    1902        7007.24
1956    54    1901        7572.91
