Switzerland, Female population exposure by calendar year, age and birth cohort (Lexis triangles)
Last modified: 12/10/2023
Year   Age   Cohort      Exposure
1932    12    1920       18431.21
1932    12    1919       16022.08
1932    13    1919       15364.77
1932    13    1918       15568.52
1932    14    1918       15888.21
1932    14    1917       15224.69
1932    15    1917       16144.37
1932    15    1916       15567.75
1932    16    1916       16272.54
1932    16    1915       15281.11
1932    17    1915       16346.08
1932    17    1914       17652.45
1932    18    1914       18583.31
1932    18    1913       18275.83
1932    19    1913       19134.60
1932    19    1912       18937.06
1932    20    1912       19408.12
1932    20    1911       18753.69
1932    21    1911       19503.35
1932    21    1910       18699.67
1932    22    1910       19245.85
1932    22    1909       18790.93
1932    23    1909       19593.43
1932    23    1908       19244.55
1932    24    1908       19941.08
1932    24    1907       18847.95
1932    25    1907       19484.83
1932    25    1906       19102.26
1932    26    1906       19707.05
1932    26    1905       17994.96
1932    27    1905       18528.88
1932    27    1904       17981.42
1932    28    1904       18545.32
1932    28    1903       17981.70
1932    29    1903       18264.24
1932    29    1902       18367.12
1932    30    1902       18701.69
1932    30    1901       18578.23
1932    31    1901       19047.35
1932    31    1900       17048.58
1932    32    1900       17678.10
1932    32    1899       17385.41
1932    33    1899       17402.90
1932    33    1898       16905.85
1932    34    1898       17155.51
1932    34    1897       16645.27
1932    35    1897       16572.25
1932    35    1896       16163.12
1932    36    1896       16434.87
1932    36    1895       14702.31
1932    37    1895       15285.31
1932    37    1894       14826.07
1932    38    1894       15233.89
1932    38    1893       15033.83
1932    39    1893       15202.07
1932    39    1892       14702.46
1932    40    1892       14971.33
1932    40    1891       14501.32
1932    41    1891       15280.81
1932    41    1890       12903.73
1932    42    1890       13392.41
1932    42    1889       13401.23
1932    43    1889       13737.34
1932    43    1888       13365.06
1932    44    1888       13659.39
1932    44    1887       13488.58
1932    45    1887       13708.98
1932    45    1886       13413.55
1932    46    1886       13717.41
1932    46    1885       12253.35
1932    47    1885       12432.85
1932    47    1884       12425.49
1932    48    1884       12537.37
1932    48    1883       12390.98
1932    49    1883       12645.57
1932    49    1882       12578.47
1932    50    1882       12729.86
1932    50    1881       12869.58
1932    51    1881       13112.78
1932    51    1880       11454.64
1932    52    1880       11556.26
1932    52    1879       11828.96
1932    53    1879       11752.78
1932    53    1878       11972.18
1932    54    1878       12158.62
1932    54    1877       12202.63
1932    55    1877       12090.18
1932    55    1876       12175.11
1933    12    1921       18976.33
1933    12    1920       16536.79
1933    13    1920       18428.04
1933    13    1919       16004.23
1933    14    1919       15361.35
1933    14    1918       15543.79
1933    15    1918       15891.24
1933    15    1917       15194.63
1933    16    1917       16152.61
1933    16    1916       15537.46
1933    17    1916       16274.07
1933    17    1915       15244.92
1933    18    1915       16286.57
1933    18    1914       17607.69
1933    19    1914       18517.58
1933    19    1913       18232.40
1933    20    1913       19073.66
1933    20    1912       18878.88
1933    21    1912       19340.70
1933    21    1911       18708.65
1933    22    1911       19441.59
1933    22    1910       18639.15
1933    23    1910       19163.04
1933    23    1909       18720.57
1933    24    1909       19504.96
1933    24    1908       19175.92
1933    25    1908       19844.22
1933    25    1907       18783.17
1933    26    1907       19400.82
1933    26    1906       19034.95
1933    27    1906       19617.01
1933    27    1905       17926.12
1933    28    1905       18497.87
1933    28    1904       17910.68
1933    29    1904       18514.29
1933    29    1903       17922.76
1933    30    1903       18228.90
1933    30    1902       18303.31
1933    31    1902       18675.91
1933    31    1901       18514.65
1933    32    1901       19013.88
1933    32    1900       16983.90
1933    33    1900       17640.87
1933    33    1899       17312.10
1933    34    1899       17376.33
1933    34    1898       16837.49
1933    35    1898       17122.20
1933    35    1897       16584.75
1933    36    1897       16549.76
1933    36    1896       16112.13
1933    37    1896       16399.52
1933    37    1895       14639.69
1933    38    1895       15267.43
1933    38    1894       14761.11
1933    39    1894       15214.08
1933    39    1893       14959.93
1933    40    1893       15185.43
1933    40    1892       14639.67
1933    41    1892       14962.73
1933    41    1891       14437.19
1933    42    1891       15281.84
1933    42    1890       12840.59
1933    43    1890       13354.12
1933    43    1889       13338.66
1933    44    1889       13688.63
1933    44    1888       13289.61
1933    45    1888       13610.73
1933    45    1887       13405.02
1933    46    1887       13678.64
1933    46    1886       13339.59
1933    47    1886       13722.98
1933    47    1885       12177.15
1933    48    1885       12386.87
1933    48    1884       12343.63
1933    49    1884       12511.67
1933    49    1883       12290.43
1933    50    1883       12621.73
1933    50    1882       12467.14
1933    51    1882       12725.31
1933    51    1881       12753.22
1933    52    1881       12960.19
1933    52    1880       11339.74
1933    53    1880       11459.86
1933    53    1879       11703.22
1933    54    1879       11672.61
1933    54    1878       11844.38
1933    55    1878       12096.82
1933    55    1877       12058.82
1934    12    1922       18051.10
1934    12    1921       17786.67
1934    13    1921       18990.78
1934    13    1920       16533.96
1934    14    1920       18416.45
1934    14    1919       16000.65
1934    15    1919       15355.96
1934    15    1918       15546.76
1934    16    1918       15879.61
1934    16    1917       15202.39
1934    17    1917       16138.70
1934    17    1916       15538.93
1934    18    1916       16264.35
1934    18    1915       15189.43
1934    19    1915       16238.45
1934    19    1914       17545.42
1934    20    1914       18468.29
1934    20    1913       18174.34
1934    21    1913       19013.23
1934    21    1912       18813.30
1934    22    1912       19283.42
1934    22    1911       18649.41
1934    23    1911       19376.26
1934    23    1910       18558.96
1934    24    1910       19082.27
1934    24    1909       18636.04
1934    25    1909       19434.90
1934    25    1908       19082.78
1934    26    1908       19770.31
1934    26    1907       18702.18
1934    27    1907       19326.99
1934    27    1906       18947.99
1934    28    1906       19543.26
1934    28    1905       17896.13
1934    29    1905       18458.23
1934    29    1904       17880.71
1934    30    1904       18471.05
1934    30    1903       17888.10
1934    31    1903       18181.46
1934    31    1902       18278.09
1934    32    1902       18634.47
1934    32    1901       18482.12
1934    33    1901       18970.78
1934    33    1900       16948.13
1934    34    1900       17581.71
1934    34    1899       17285.67
1934    35    1899       17341.24
1934    35    1898       16804.80
1934    36    1898       17073.25
1934    36    1897       16562.24
1934    37    1897       16507.78
1934    37    1896       16077.48
1934    38    1896       16354.58
1934    38    1895       14622.57
1934    39    1895       15229.63
1934    39    1894       14741.92
1934    40    1894       15178.02
1934    40    1893       14943.57
1934    41    1893       15145.11
1934    41    1892       14631.27
1934    42    1892       14925.82
1934    42    1891       14438.16
1934    43    1891       15244.82
1934    43    1890       12803.88
1934    44    1890       13289.80
1934    44    1889       13291.37
1934    45    1889       13635.86
