"ufabb","microcode","sex","pctile","coverage_model","e0"
"CE",23022,"m",10,"full",74.11
"CE",23022,"m",25,"full",74.43
"CE",23022,"m",50,"full",74.77
"CE",23022,"m",75,"full",75.09
"CE",23022,"m",90,"full",75.36
"CE",23022,"m",95,"full",75.55
"CE",23023,"m",5,"partial",71.2
"CE",23023,"m",10,"partial",71.42
"CE",23023,"m",25,"partial",71.79
"CE",23023,"m",50,"partial",72.17
"CE",23023,"m",75,"partial",72.54
"CE",23023,"m",90,"partial",72.84
"CE",23023,"m",95,"partial",73.01
"CE",23023,"m",5,"full",73.2
"CE",23023,"m",10,"full",73.31
"CE",23023,"m",25,"full",73.48
"CE",23023,"m",50,"full",73.68
"CE",23023,"m",75,"full",73.86
"CE",23023,"m",90,"full",74.04
"CE",23023,"m",95,"full",74.14
"CE",23024,"m",5,"partial",69.82
"CE",23024,"m",10,"partial",70.2
"CE",23024,"m",25,"partial",70.79
"CE",23024,"m",50,"partial",71.44
"CE",23024,"m",75,"partial",72.06
"CE",23024,"m",90,"partial",72.6
"CE",23024,"m",95,"partial",72.86
"CE",23024,"m",5,"full",72.46
"CE",23024,"m",10,"full",72.7
"CE",23024,"m",25,"full",73.11
"CE",23024,"m",50,"full",73.59
"CE",23024,"m",75,"full",74.05
"CE",23024,"m",90,"full",74.43
"CE",23024,"m",95,"full",74.65
"CE",23025,"m",5,"partial",70.89
"CE",23025,"m",10,"partial",71.34
"CE",23025,"m",25,"partial",72.1
"CE",23025,"m",50,"partial",72.86
"CE",23025,"m",75,"partial",73.59
"CE",23025,"m",90,"partial",74.25
"CE",23025,"m",95,"partial",74.57
"CE",23025,"m",5,"full",74.41
"CE",23025,"m",10,"full",74.72
"CE",23025,"m",25,"full",75.19
"CE",23025,"m",50,"full",75.72
"CE",23025,"m",75,"full",76.25
"CE",23025,"m",90,"full",76.68
"CE",23025,"m",95,"full",76.98
"CE",23026,"m",5,"partial",70.13
"CE",23026,"m",10,"partial",70.42
"CE",23026,"m",25,"partial",70.82
"CE",23026,"m",50,"partial",71.26
"CE",23026,"m",75,"partial",71.64
"CE",23026,"m",90,"partial",72
"CE",23026,"m",95,"partial",72.18
"CE",23026,"m",5,"full",72.42
"CE",23026,"m",10,"full",72.55
"CE",23026,"m",25,"full",72.72
"CE",23026,"m",50,"full",72.95
"CE",23026,"m",75,"full",73.17
"CE",23026,"m",90,"full",73.36
"CE",23026,"m",95,"full",73.48
"CE",23027,"m",5,"partial",71.19
"CE",23027,"m",10,"partial",71.54
"CE",23027,"m",25,"partial",72.07
"CE",23027,"m",50,"partial",72.61
"CE",23027,"m",75,"partial",73.12
"CE",23027,"m",90,"partial",73.59
"CE",23027,"m",95,"partial",73.86
"CE",23027,"m",5,"full",73.92
"CE",23027,"m",10,"full",74.11
"CE",23027,"m",25,"full",74.41
"CE",23027,"m",50,"full",74.76
"CE",23027,"m",75,"full",75.08
"CE",23027,"m",90,"full",75.39
"CE",23027,"m",95,"full",75.55
"CE",23028,"m",5,"partial",69.59
"CE",23028,"m",10,"partial",70.06
"CE",23028,"m",25,"partial",70.87
"CE",23028,"m",50,"partial",71.62
"CE",23028,"m",75,"partial",72.35
"CE",23028,"m",90,"partial",72.99
"CE",23028,"m",95,"partial",73.38
"CE",23028,"m",5,"full",74.44
"CE",23028,"m",10,"full",74.72
"CE",23028,"m",25,"full",75.14
"CE",23028,"m",50,"full",75.59
"CE",23028,"m",75,"full",76.03
"CE",23028,"m",90,"full",76.41
"CE",23028,"m",95,"full",76.64
"CE",23029,"m",5,"partial",69.61
"CE",23029,"m",10,"partial",69.94
"CE",23029,"m",25,"partial",70.46
"CE",23029,"m",50,"partial",71.04
"CE",23029,"m",75,"partial",71.61
"CE",23029,"m",90,"partial",72.09
"CE",23029,"m",95,"partial",72.35
"CE",23029,"m",5,"full",72.18
"CE",23029,"m",10,"full",72.41
"CE",23029,"m",25,"full",72.76
"CE",23029,"m",50,"full",73.16
"CE",23029,"m",75,"full",73.56
"CE",23029,"m",90,"full",73.89
"CE",23029,"m",95,"full",74.06
"CE",23030,"m",5,"partial",69.78
"CE",23030,"m",10,"partial",70.09
"CE",23030,"m",25,"partial",70.66
"CE",23030,"m",50,"partial",71.22
"CE",23030,"m",75,"partial",71.75
"CE",23030,"m",90,"partial",72.24
"CE",23030,"m",95,"partial",72.48
"CE",23030,"m",5,"full",71.44
"CE",23030,"m",10,"full",71.67
"CE",23030,"m",25,"full",72.11
"CE",23030,"m",50,"full",72.58
"CE",23030,"m",75,"full",73.04
"CE",23030,"m",90,"full",73.44
"CE",23030,"m",95,"full",73.66
"CE",23031,"m",5,"partial",70.53
"CE",23031,"m",10,"partial",70.84
"CE",23031,"m",25,"partial",71.33
"CE",23031,"m",50,"partial",71.88
"CE",23031,"m",75,"partial",72.37
"CE",23031,"m",90,"partial",72.83
"CE",23031,"m",95,"partial",73.08
"CE",23031,"m",5,"full",72.63
"CE",23031,"m",10,"full",72.85
"CE",23031,"m",25,"full",73.19
"CE",23031,"m",50,"full",73.53
"CE",23031,"m",75,"full",73.88
"CE",23031,"m",90,"full",74.22
"CE",23031,"m",95,"full",74.41
"CE",23032,"m",5,"partial",68.74
"CE",23032,"m",10,"partial",68.97
"CE",23032,"m",25,"partial",69.3
"CE",23032,"m",50,"partial",69.63
"CE",23032,"m",75,"partial",69.93
"CE",23032,"m",90,"partial",70.19
"CE",23032,"m",95,"partial",70.32
"CE",23032,"m",5,"full",70.53
"CE",23032,"m",10,"full",70.61
"CE",23032,"m",25,"full",70.74
"CE",23032,"m",50,"full",70.9
"CE",23032,"m",75,"full",71.06
"CE",23032,"m",90,"full",71.19
"CE",23032,"m",95,"full",71.26
"CE",23033,"m",5,"partial",70.27
"CE",23033,"m",10,"partial",70.65
"CE",23033,"m",25,"partial",71.27
"CE",23033,"m",50,"partial",71.9
"CE",23033,"m",75,"partial",72.5
"CE",23033,"m",90,"partial",72.97
"CE",23033,"m",95,"partial",73.3
"CE",23033,"m",5,"full",73.7
"CE",23033,"m",10,"full",73.91
"CE",23033,"m",25,"full",74.27
"CE",23033,"m",50,"full",74.62
"CE",23033,"m",75,"full",74.98
"CE",23033,"m",90,"full",75.3
"CE",23033,"m",95,"full",75.46
"RN",24001,"m",5,"partial",69.19
"RN",24001,"m",10,"partial",69.45
"RN",24001,"m",25,"partial",69.86
"RN",24001,"m",50,"partial",70.26
"RN",24001,"m",75,"partial",70.63
"RN",24001,"m",90,"partial",70.94
"RN",24001,"m",95,"partial",71.12
"RN",24001,"m",5,"full",71.13
"RN",24001,"m",10,"full",71.23
"RN",24001,"m",25,"full",71.41
"RN",24001,"m",50,"full",71.6
"RN",24001,"m",75,"full",71.8
"RN",24001,"m",90,"full",71.99
"RN",24001,"m",95,"full",72.08
"RN",24002,"m",5,"partial",68.85
"RN",24002,"m",10,"partial",69.29
"RN",24002,"m",25,"partial",69.99
"RN",24002,"m",50,"partial",70.72
"RN",24002,"m",75,"partial",71.39
"RN",24002,"m",90,"partial",71.94
"RN",24002,"m",95,"partial",72.25
"RN",24002,"m",5,"full",72.16
"RN",24002,"m",10,"full",72.36
"RN",24002,"m",25,"full",72.73
"RN",24002,"m",50,"full",73.14
"RN",24002,"m",75,"full",73.53
"RN",24002,"m",90,"full",73.85
"RN",24002,"m",95,"full",74.05
"RN",24003,"m",5,"partial",68.63
"RN",24003,"m",10,"partial",69.3
"RN",24003,"m",25,"partial",70.34
"RN",24003,"m",50,"partial",71.3
"RN",24003,"m",75,"partial",72.26
"RN",24003,"m",90,"partial",73.03
"RN",24003,"m",95,"partial",73.52
"RN",24003,"m",5,"full",73.86
"RN",24003,"m",10,"full",74.09
"RN",24003,"m",25,"full",74.65
"RN",24003,"m",50,"full",75.21
"RN",24003,"m",75,"full",75.78
"RN",24003,"m",90,"full",76.21
"RN",24003,"m",95,"full",76.52
"RN",24004,"m",5,"partial",68.23
"RN",24004,"m",10,"partial",68.79
"RN",24004,"m",25,"partial",69.7
"RN",24004,"m",50,"partial",70.58
"RN",24004,"m",75,"partial",71.36
"RN",24004,"m",90,"partial",71.98
"RN",24004,"m",95,"partial",72.41
"RN",24004,"m",5,"full",74.11
"RN",24004,"m",10,"full",74.29
"RN",24004,"m",25,"full",74.58
"RN",24004,"m",50,"full",74.88
"RN",24004,"m",75,"full",75.19
"RN",24004,"m",90,"full",75.46
"RN",24004,"m",95,"full",75.64
"RN",24005,"m",5,"partial",69.17
"RN",24005,"m",10,"partial",69.71
"RN",24005,"m",25,"partial",70.46
"RN",24005,"m",50,"partial",71.24
"RN",24005,"m",75,"partial",71.98
"RN",24005,"m",90,"partial",72.54
"RN",24005,"m",95,"partial",72.89
"RN",24005,"m",5,"full",72.85
"RN",24005,"m",10,"full",73.05
"RN",24005,"m",25,"full",73.43
"RN",24005,"m",50,"full",73.82
"RN",24005,"m",75,"full",74.23
"RN",24005,"m",90,"full",74.62
"RN",24005,"m",95,"full",74.82
"RN",24006,"m",5,"partial",68.31
"RN",24006,"m",10,"partial",68.89
"RN",24006,"m",25,"partial",69.85
"RN",24006,"m",50,"partial",70.74
"RN",24006,"m",75,"partial",71.5
"RN",24006,"m",90,"partial",72.18
"RN",24006,"m",95,"partial",72.53
"RN",24006,"m",5,"full",74.03
"RN",24006,"m",10,"full",74.21
"RN",24006,"m",25,"full",74.5
"RN",24006,"m",50,"full",74.83
"RN",24006,"m",75,"full",75.12
"RN",24006,"m",90,"full",75.42
"RN",24006,"m",95,"full",75.6
"RN",24007,"m",5,"partial",68.32
"RN",24007,"m",10,"partial",68.82
"RN",24007,"m",25,"partial",69.59
"RN",24007,"m",50,"partial",70.35
"RN",24007,"m",75,"partial",71.09
"RN",24007,"m",90,"partial",71.67
"RN",24007,"m",95,"partial",71.98
"RN",24007,"m",5,"full",71.84
"RN",24007,"m",10,"full",72.1
"RN",24007,"m",25,"full",72.47
"RN",24007,"m",50,"full",72.91
"RN",24007,"m",75,"full",73.33
"RN",24007,"m",90,"full",73.72
"RN",24007,"m",95,"full",73.9
"RN",24008,"m",5,"partial",68.68
"RN",24008,"m",10,"partial",69.16
"RN",24008,"m",25,"partial",69.88
"RN",24008,"m",50,"partial",70.59
"RN",24008,"m",75,"partial",71.27
"RN",24008,"m",90,"partial",71.87
"RN",24008,"m",95,"partial",72.21
"RN",24008,"m",5,"full",71.79
"RN",24008,"m",10,"full",72.03
"RN",24008,"m",25,"full",72.49
"RN",24008,"m",50,"full",72.9
"RN",24008,"m",75,"full",73.3
"RN",24008,"m",90,"full",73.7
"RN",24008,"m",95,"full",73.95
"RN",24009,"m",5,"partial",69.84
"RN",24009,"m",10,"partial",70.39
"RN",24009,"m",25,"partial",71.26
"RN",24009,"m",50,"partial",72.16
"RN",24009,"m",75,"partial",72.98
"RN",24009,"m",90,"partial",73.72
"RN",24009,"m",95,"partial",74.13
"RN",24009,"m",5,"full",74.69
"RN",24009,"m",10,"full",74.91
"RN",24009,"m",25,"full",75.3
"RN",24009,"m",50,"full",75.74
"RN",24009,"m",75,"full",76.19
"RN",24009,"m",90,"full",76.6
"RN",24009,"m",95,"full",76.83
"RN",24010,"m",5,"partial",70.26
"RN",24010,"m",10,"partial",70.64
"RN",24010,"m",25,"partial",71.29
"RN",24010,"m",50,"partial",71.93
"RN",24010,"m",75,"partial",72.53
"RN",24010,"m",90,"partial",73.05
"RN",24010,"m",95,"partial",73.34
"RN",24010,"m",5,"full",72.74
"RN",24010,"m",10,"full",73
"RN",24010,"m",25,"full",73.4
"RN",24010,"m",50,"full",73.84
"RN",24010,"m",75,"full",74.22
"RN",24010,"m",90,"full",74.64
"RN",24010,"m",95,"full",74.82
"RN",24011,"m",5,"partial",69.42
"RN",24011,"m",10,"partial",69.87
"RN",24011,"m",25,"partial",70.57
"RN",24011,"m",50,"partial",71.24
"RN",24011,"m",75,"partial",71.86
"RN",24011,"m",90,"partial",72.38
"RN",24011,"m",95,"partial",72.68
"RN",24011,"m",5,"full",73
"RN",24011,"m",10,"full",73.19
"RN",24011,"m",25,"full",73.54
"RN",24011,"m",50,"full",73.89
"RN",24011,"m",75,"full",74.22
"RN",24011,"m",90,"full",74.51
"RN",24011,"m",95,"full",74.71
"RN",24012,"m",5,"partial",70.66
"RN",24012,"m",10,"partial",71
"RN",24012,"m",25,"partial",71.54
"RN",24012,"m",50,"partial",72.1
"RN",24012,"m",75,"partial",72.63
"RN",24012,"m",90,"partial",73.08
"RN",24012,"m",95,"partial",73.28
"RN",24012,"m",5,"full",73.32
"RN",24012,"m",10,"full",73.47
"RN",24012,"m",25,"full",73.73
"RN",24012,"m",50,"full",74.03
"RN",24012,"m",75,"full",74.34
"RN",24012,"m",90,"full",74.6
"RN",24012,"m",95,"full",74.73
"RN",24013,"m",5,"partial",70.04
"RN",24013,"m",10,"partial",70.54
"RN",24013,"m",25,"partial",71.32
"RN",24013,"m",50,"partial",72.08
"RN",24013,"m",75,"partial",72.84
"RN",24013,"m",90,"partial",73.48
"RN",24013,"m",95,"partial",73.77
"RN",24013,"m",5,"full",73.92
"RN",24013,"m",10,"full",74.16
"RN",24013,"m",25,"full",74.57
"RN",24013,"m",50,"full",75.04
"RN",24013,"m",75,"full",75.47
"RN",24013,"m",90,"full",75.85
"RN",24013,"m",95,"full",76.04
"RN",24014,"m",5,"partial",69.79
"RN",24014,"m",10,"partial",70.36
"RN",24014,"m",25,"partial",71.14
"RN",24014,"m",50,"partial",71.9
"RN",24014,"m",75,"partial",72.56
"RN",24014,"m",90,"partial",73.11
"RN",24014,"m",95,"partial",73.42
"RN",24014,"m",5,"full",74.47
"RN",24014,"m",10,"full",74.62
"RN",24014,"m",25,"full",74.9
"RN",24014,"m",50,"full",75.2
"RN",24014,"m",75,"full",75.46
"RN",24014,"m",90,"full",75.73
"RN",24014,"m",95,"full",75.88
"RN",24015,"m",5,"partial",69.77
"RN",24015,"m",10,"partial",70.34
"RN",24015,"m",25,"partial",71.12
"RN",24015,"m",50,"partial",71.89
"RN",24015,"m",75,"partial",72.53
"RN",24015,"m",90,"partial",73.06
"RN",24015,"m",95,"partial",73.33
"RN",24015,"m",5,"full",74.73
"RN",24015,"m",10,"full",74.85
"RN",24015,"m",25,"full",75.06
"RN",24015,"m",50,"full",75.29
"RN",24015,"m",75,"full",75.51
"RN",24015,"m",90,"full",75.71
"RN",24015,"m",95,"full",75.82
"RN",24016,"m",5,"partial",69.43
"RN",24016,"m",10,"partial",69.93
"RN",24016,"m",25,"partial",70.86
"RN",24016,"m",50,"partial",71.73
"RN",24016,"m",75,"partial",72.5
"RN",24016,"m",90,"partial",73.18
"RN",24016,"m",95,"partial",73.57
"RN",24016,"m",5,"full",74.83
"RN",24016,"m",10,"full",75.05
"RN",24016,"m",25,"full",75.41
"RN",24016,"m",50,"full",75.8
"RN",24016,"m",75,"full",76.18
"RN",24016,"m",90,"full",76.56
"RN",24016,"m",95,"full",76.74
"RN",24017,"m",5,"partial",69.34
"RN",24017,"m",10,"partial",69.68
"RN",24017,"m",25,"partial",70.22
"RN",24017,"m",50,"partial",70.73
"RN",24017,"m",75,"partial",71.17
"RN",24017,"m",90,"partial",71.57
"RN",24017,"m",95,"partial",71.77
"RN",24017,"m",5,"full",72.08
"RN",24017,"m",10,"full",72.19
"RN",24017,"m",25,"full",72.37
"RN",24017,"m",50,"full",72.6
"RN",24017,"m",75,"full",72.81
"RN",24017,"m",90,"full",73.02
"RN",24017,"m",95,"full",73.13
"RN",24018,"m",5,"partial",69.69
"RN",24018,"m",10,"partial",69.94
"RN",24018,"m",25,"partial",70.34
"RN",24018,"m",50,"partial",70.68
"RN",24018,"m",75,"partial",71.01
"RN",24018,"m",90,"partial",71.26
"RN",24018,"m",95,"partial",71.4
"RN",24018,"m",5,"full",71.61
"RN",24018,"m",10,"full",71.68
"RN",24018,"m",25,"full",71.77
"RN",24018,"m",50,"full",71.87
"RN",24018,"m",75,"full",71.98
"RN",24018,"m",90,"full",72.07
"RN",24018,"m",95,"full",72.13
"RN",24019,"m",5,"partial",69.38
"RN",24019,"m",10,"partial",69.9
"RN",24019,"m",25,"partial",70.69
"RN",24019,"m",50,"partial",71.45
"RN",24019,"m",75,"partial",72.16
"RN",24019,"m",90,"partial",72.71
"RN",24019,"m",95,"partial",73.04
"RN",24019,"m",5,"full",73.8
"RN",24019,"m",10,"full",73.99
"RN",24019,"m",25,"full",74.27
"RN",24019,"m",50,"full",74.58
"RN",24019,"m",75,"full",74.87
"RN",24019,"m",90,"full",75.13
"RN",24019,"m",95,"full",75.33
"PB",25001,"m",5,"partial",69.65
"PB",25001,"m",10,"partial",70.14
"PB",25001,"m",25,"partial",70.86
"PB",25001,"m",50,"partial",71.56
"PB",25001,"m",75,"partial",72.2
"PB",25001,"m",90,"partial",72.73
"PB",25001,"m",95,"partial",73.03
"PB",25001,"m",5,"full",73.66
"PB",25001,"m",10,"full",73.82
"PB",25001,"m",25,"full",74.12
"PB",25001,"m",50,"full",74.45
"PB",25001,"m",75,"full",74.78
"PB",25001,"m",90,"full",75.07
"PB",25001,"m",95,"full",75.25
"PB",25002,"m",5,"partial",69.43
"PB",25002,"m",10,"partial",69.8
"PB",25002,"m",25,"partial",70.39
"PB",25002,"m",50,"partial",70.98
"PB",25002,"m",75,"partial",71.47
"PB",25002,"m",90,"partial",71.89
"PB",25002,"m",95,"partial",72.13
"PB",25002,"m",5,"full",72.55
"PB",25002,"m",10,"full",72.68
"PB",25002,"m",25,"full",72.93
"PB",25002,"m",50,"full",73.18
"PB",25002,"m",75,"full",73.46
"PB",25002,"m",90,"full",73.68
"PB",25002,"m",95,"full",73.81
"PB",25003,"m",5,"partial",69.97
"PB",25003,"m",10,"partial",70.41
"PB",25003,"m",25,"partial",70.98
"PB",25003,"m",50,"partial",71.58
"PB",25003,"m",75,"partial",72.1
"PB",25003,"m",90,"partial",72.54
"PB",25003,"m",95,"partial",72.77
"PB",25003,"m",5,"full",73.18
"PB",25003,"m",10,"full",73.33
"PB",25003,"m",25,"full",73.55
"PB",25003,"m",50,"full",73.8
"PB",25003,"m",75,"full",74.04
"PB",25003,"m",90,"full",74.26
"PB",25003,"m",95,"full",74.37
"PB",25004,"m",5,"partial",67.58
"PB",25004,"m",10,"partial",67.95
"PB",25004,"m",25,"partial",68.56
"PB",25004,"m",50,"partial",69.11
"PB",25004,"m",75,"partial",69.64
"PB",25004,"m",90,"partial",70.05
"PB",25004,"m",95,"partial",70.29
"PB",25004,"m",5,"full",70.03
"PB",25004,"m",10,"full",70.18
"PB",25004,"m",25,"full",70.44
"PB",25004,"m",50,"full",70.75
"PB",25004,"m",75,"full",71.06
"PB",25004,"m",90,"full",71.35
"PB",25004,"m",95,"full",71.52
"PB",25005,"m",5,"partial",70.66
"PB",25005,"m",10,"partial",71.07
"PB",25005,"m",25,"partial",71.72
"PB",25005,"m",50,"partial",72.36
"PB",25005,"m",75,"partial",72.93
"PB",25005,"m",90,"partial",73.43
"PB",25005,"m",95,"partial",73.72
"PB",25005,"m",5,"full",73.2
"PB",25005,"m",10,"full",73.43
"PB",25005,"m",25,"full",73.77
"PB",25005,"m",50,"full",74.19
"PB",25005,"m",75,"full",74.56
"PB",25005,"m",90,"full",74.93
"PB",25005,"m",95,"full",75.15
"PB",25006,"m",5,"partial",70.82
"PB",25006,"m",10,"partial",71.32
"PB",25006,"m",25,"partial",72.04
"PB",25006,"m",50,"partial",72.79
"PB",25006,"m",75,"partial",73.46
"PB",25006,"m",90,"partial",74.03
"PB",25006,"m",95,"partial",74.36
"PB",25006,"m",5,"full",74.59
"PB",25006,"m",10,"full",74.8
"PB",25006,"m",25,"full",75.14
"PB",25006,"m",50,"full",75.5
"PB",25006,"m",75,"full",75.89
"PB",25006,"m",90,"full",76.21
"PB",25006,"m",95,"full",76.45
"PB",25007,"m",5,"partial",69.21
"PB",25007,"m",10,"partial",69.61
"PB",25007,"m",25,"partial",70.26
"PB",25007,"m",50,"partial",70.84
"PB",25007,"m",75,"partial",71.41
"PB",25007,"m",90,"partial",71.91
"PB",25007,"m",95,"partial",72.22
"PB",25007,"m",5,"full",72.54
"PB",25007,"m",10,"full",72.73
"PB",25007,"m",25,"full",73.02
"PB",25007,"m",50,"full",73.34
"PB",25007,"m",75,"full",73.67
"PB",25007,"m",90,"full",73.95
"PB",25007,"m",95,"full",74.15
"PB",25008,"m",5,"partial",69.53
"PB",25008,"m",10,"partial",70.07
"PB",25008,"m",25,"partial",70.84
"PB",25008,"m",50,"partial",71.67
"PB",25008,"m",75,"partial",72.45
"PB",25008,"m",90,"partial",73.1
"PB",25008,"m",95,"partial",73.53
"PB",25008,"m",5,"full",72.81
"PB",25008,"m",10,"full",73.09
"PB",25008,"m",25,"full",73.63
"PB",25008,"m",50,"full",74.2
"PB",25008,"m",75,"full",74.75
"PB",25008,"m",90,"full",75.17
"PB",25008,"m",95,"full",75.43
"PB",25009,"m",5,"partial",69.56
"PB",25009,"m",10,"partial",70.08
"PB",25009,"m",25,"partial",70.89
"PB",25009,"m",50,"partial",71.72
"PB",25009,"m",75,"partial",72.46
"PB",25009,"m",90,"partial",73.08
"PB",25009,"m",95,"partial",73.45
"PB",25009,"m",5,"full",74.15
"PB",25009,"m",10,"full",74.35
"PB",25009,"m",25,"full",74.71
"PB",25009,"m",50,"full",75.12
"PB",25009,"m",75,"full",75.54
"PB",25009,"m",90,"full",75.89
"PB",25009,"m",95,"full",76.11
"PB",25010,"m",5,"partial",69.74
"PB",25010,"m",10,"partial",70.15
"PB",25010,"m",25,"partial",70.76
"PB",25010,"m",50,"partial",71.34
"PB",25010,"m",75,"partial",71.86
"PB",25010,"m",90,"partial",72.32
"PB",25010,"m",95,"partial",72.57
"PB",25010,"m",5,"full",72.66
"PB",25010,"m",10,"full",72.83
"PB",25010,"m",25,"full",73.12
"PB",25010,"m",50,"full",73.42
"PB",25010,"m",75,"full",73.72
"PB",25010,"m",90,"full",73.99
"PB",25010,"m",95,"full",74.17
"PB",25011,"m",5,"partial",69.89
"PB",25011,"m",10,"partial",70.34
"PB",25011,"m",25,"partial",71.03
"PB",25011,"m",50,"partial",71.73
"PB",25011,"m",75,"partial",72.39
"PB",25011,"m",90,"partial",72.96
"PB",25011,"m",95,"partial",73.27
"PB",25011,"m",5,"full",73.12
"PB",25011,"m",10,"full",73.32
"PB",25011,"m",25,"full",73.73
"PB",25011,"m",50,"full",74.15
"PB",25011,"m",75,"full",74.54
"PB",25011,"m",90,"full",74.89
"PB",25011,"m",95,"full",75.11
"PB",25012,"m",5,"partial",69.58
"PB",25012,"m",10,"partial",70.08
"PB",25012,"m",25,"partial",70.74
"PB",25012,"m",50,"partial",71.38
"PB",25012,"m",75,"partial",71.94
"PB",25012,"m",90,"partial",72.43
"PB",25012,"m",95,"partial",72.71
"PB",25012,"m",5,"full",73
"PB",25012,"m",10,"full",73.17
"PB",25012,"m",25,"full",73.44
"PB",25012,"m",50,"full",73.75
"PB",25012,"m",75,"full",74.03
"PB",25012,"m",90,"full",74.3
"PB",25012,"m",95,"full",74.46
"PB",25013,"m",5,"partial",70.22
"PB",25013,"m",10,"partial",70.65
"PB",25013,"m",25,"partial",71.35
"PB",25013,"m",50,"partial",72.09
"PB",25013,"m",75,"partial",72.74
"PB",25013,"m",90,"partial",73.31
"PB",25013,"m",95,"partial",73.63
"PB",25013,"m",5,"full",73.97
"PB",25013,"m",10,"full",74.19
"PB",25013,"m",25,"full",74.5
"PB",25013,"m",50,"full",74.86
"PB",25013,"m",75,"full",75.18
"PB",25013,"m",90,"full",75.49
"PB",25013,"m",95,"full",75.68
"PB",25014,"m",5,"partial",68.57
"PB",25014,"m",10,"partial",68.96
"PB",25014,"m",25,"partial",69.59
"PB",25014,"m",50,"partial",70.24
"PB",25014,"m",75,"partial",70.86
"PB",25014,"m",90,"partial",71.37
"PB",25014,"m",95,"partial",71.62
"PB",25014,"m",5,"full",70.86
"PB",25014,"m",10,"full",71.1
"PB",25014,"m",25,"full",71.54
"PB",25014,"m",50,"full",72
"PB",25014,"m",75,"full",72.45
"PB",25014,"m",90,"full",72.84
"PB",25014,"m",95,"full",73.1
"PB",25015,"m",5,"partial",68.98
"PB",25015,"m",10,"partial",69.28
"PB",25015,"m",25,"partial",69.8
"PB",25015,"m",50,"partial",70.34
"PB",25015,"m",75,"partial",70.8
"PB",25015,"m",90,"partial",71.19
"PB",25015,"m",95,"partial",71.43
"PB",25015,"m",5,"full",71.11
"PB",25015,"m",10,"full",71.29
"PB",25015,"m",25,"full",71.55
"PB",25015,"m",50,"full",71.87
"PB",25015,"m",75,"full",72.17
"PB",25015,"m",90,"full",72.44
"PB",25015,"m",95,"full",72.58
"PB",25016,"m",5,"partial",69.67
"PB",25016,"m",10,"partial",70.08
"PB",25016,"m",25,"partial",70.61
"PB",25016,"m",50,"partial",71.15
"PB",25016,"m",75,"partial",71.62
"PB",25016,"m",90,"partial",72
"PB",25016,"m",95,"partial",72.21
"PB",25016,"m",5,"full",72.36
"PB",25016,"m",10,"full",72.5
"PB",25016,"m",25,"full",72.74
"PB",25016,"m",50,"full",72.98
"PB",25016,"m",75,"full",73.21
"PB",25016,"m",90,"full",73.43
"PB",25016,"m",95,"full",73.57
"PB",25017,"m",5,"partial",68.07
"PB",25017,"m",10,"partial",68.35
"PB",25017,"m",25,"partial",68.77
"PB",25017,"m",50,"partial",69.18
"PB",25017,"m",75,"partial",69.53
"PB",25017,"m",90,"partial",69.82
"PB",25017,"m",95,"partial",70
"PB",25017,"m",5,"full",70.26
"PB",25017,"m",10,"full",70.36
"PB",25017,"m",25,"full",70.48
"PB",25017,"m",50,"full",70.64
"PB",25017,"m",75,"full",70.8
"PB",25017,"m",90,"full",70.93
"PB",25017,"m",95,"full",71.01
"PB",25018,"m",5,"partial",70.43
"PB",25018,"m",10,"partial",70.7
"PB",25018,"m",25,"partial",71.21
"PB",25018,"m",50,"partial",71.75
"PB",25018,"m",75,"partial",72.2
"PB",25018,"m",90,"partial",72.6
"PB",25018,"m",95,"partial",72.81
"PB",25018,"m",5,"full",72.47
"PB",25018,"m",10,"full",72.66
"PB",25018,"m",25,"full",72.97
"PB",25018,"m",50,"full",73.29
"PB",25018,"m",75,"full",73.59
"PB",25018,"m",90,"full",73.87
"PB",25018,"m",95,"full",74.01
"PB",25019,"m",5,"partial",70.62
"PB",25019,"m",10,"partial",71.15
"PB",25019,"m",25,"partial",71.91
"PB",25019,"m",50,"partial",72.69
"PB",25019,"m",75,"partial",73.44
"PB",25019,"m",90,"partial",74.08
"PB",25019,"m",95,"partial",74.51
"PB",25019,"m",5,"full",74.55
"PB",25019,"m",10,"full",74.77
"PB",25019,"m",25,"full",75.21
"PB",25019,"m",50,"full",75.69
"PB",25019,"m",75,"full",76.16
"PB",25019,"m",90,"full",76.58
"PB",25019,"m",95,"full",76.83
"PB",25020,"m",5,"partial",68.18
"PB",25020,"m",10,"partial",68.63
"PB",25020,"m",25,"partial",69.28
"PB",25020,"m",50,"partial",69.9
"PB",25020,"m",75,"partial",70.49
"PB",25020,"m",90,"partial",70.93
"PB",25020,"m",95,"partial",71.19
"PB",25020,"m",5,"full",71.61
"PB",25020,"m",10,"full",71.81
"PB",25020,"m",25,"full",72.09
"PB",25020,"m",50,"full",72.37
"PB",25020,"m",75,"full",72.67
"PB",25020,"m",90,"full",72.93
"PB",25020,"m",95,"full",73.11
"PB",25021,"m",5,"partial",68.19
"PB",25021,"m",10,"partial",68.57
"PB",25021,"m",25,"partial",69.12
"PB",25021,"m",50,"partial",69.63
"PB",25021,"m",75,"partial",70.12
"PB",25021,"m",90,"partial",70.55
"PB",25021,"m",95,"partial",70.77
"PB",25021,"m",5,"full",70.56
"PB",25021,"m",10,"full",70.73
"PB",25021,"m",25,"full",70.99
"PB",25021,"m",50,"full",71.28
